Column1,Column2,Column3,Column4,Column5,Column6
N_sample,X,Y,Z,ID,label
3,99,581,820,8,tick
4,-103,558,613,8,tick
5,28,437,169,8,tick
6,236,149,594,8,tick
7,62,-51,1664,8,tick
8,97,-192,1340,8,tick
9,138,-231,1010,8,tick
10,-25,-274,952,8,tick
11,56,-254,1210,8,tick
12,-2,-134,741,8,tick
13,-127,-92,1112,8,tick
14,0,7,968,8,tick
15,-55,31,1054,8,tick
16,-152,168,939,8,tick
17,-319,132,514,8,tick
18,-426,316,752,8,tick
19,-376,379,603,8,tick
20,-449,375,798,8,tick
21,-613,360,690,8,tick
22,-422,404,729,8,tick
23,-454,384,781,8,tick
24,-445,401,778,8,tick
25,-468,403,788,8,tick
1,22,611,756,9,tick
2,22,611,756,9,tick
3,-55,607,735,9,tick
4,-56,608,706,9,tick
5,-69,601,717,9,tick
6,-27,633,783,9,tick
7,-65,601,712,9,tick
8,230,224,449,9,tick
9,56,-86,1261,9,tick
10,149,-261,1624,9,tick
11,-97,-262,1150,9,tick
12,0,-240,981,9,tick
13,31,-214,1026,9,tick
14,321,-161,1359,9,tick
15,17,-127,1095,9,tick
16,-418,245,494,9,tick
17,-561,358,356,9,tick
18,-540,455,662,9,tick
19,-512,486,600,9,tick
20,-604,481,580,9,tick
21,-493,509,601,9,tick
22,-581,498,676,9,tick
23,-527,471,677,9,tick
24,-527,494,621,9,tick
25,-485,509,598,9,tick
1,34,371,905,10,tick
2,26,402,879,10,tick
3,-39,403,996,10,tick
4,25,396,816,10,tick
5,161,245,-109,10,tick
6,201,-79,1657,10,tick
7,-129,-178,1115,10,tick
8,-182,-166,1598,10,tick
9,-138,-79,802,10,tick
10,-500,148,646,10,tick
11,-629,266,728,10,tick
12,-564,243,656,10,tick
13,-722,246,651,10,tick
14,-630,229,700,10,tick
15,-664,223,622,10,tick
16,-644,237,713,10,tick
17,-648,226,704,10,tick
18,-673,236,658,10,tick
19,-643,239,700,10,tick
20,-632,242,669,10,tick
21,-627,240,703,10,tick
22,-611,240,725,10,tick
23,-617,238,768,10,tick
24,-612,239,714,10,tick
25,-583,265,711,10,tick
1,135,63,984,11,tick
2,135,63,984,11,tick
3,105,66,915,11,tick
4,73,41,1015,11,tick
5,120,24,966,11,tick
6,140,58,897,11,tick
7,295,103,587,11,tick
8,88,4,495,11,tick
9,443,-323,1412,11,tick
10,233,-426,941,11,tick
11,333,-577,1320,11,tick
12,257,-460,1205,11,tick
13,97,-245,731,11,tick
14,-120,5,797,11,tick
15,-104,159,863,11,tick
16,-91,161,870,11,tick
17,-45,115,932,11,tick
18,-52,118,1058,11,tick
19,-13,86,939,11,tick
20,-6,98,994,11,tick
21,25,70,950,11,tick
22,8,98,922,11,tick
23,43,97,947,11,tick
24,0,92,1001,11,tick
25,-18,82,989,11,tick
1,144,136,931,12,tick
2,132,158,964,12,tick
3,147,151,957,12,tick
4,142,143,934,12,tick
5,121,151,974,12,tick
6,175,120,914,12,tick
7,130,148,940,12,tick
8,106,172,527,12,tick
9,168,-130,655,12,tick
10,279,-426,1081,12,tick
11,66,-571,1559,12,tick
12,243,-371,1298,12,tick
13,102,-5,158,12,tick
14,-94,252,1016,12,tick
15,-136,130,922,12,tick
16,-158,129,936,12,tick
17,-92,169,940,12,tick
18,-56,171,950,12,tick
19,-132,163,985,12,tick
20,-63,119,902,12,tick
21,-69,155,960,12,tick
22,-103,112,934,12,tick
23,-98,149,957,12,tick
24,-36,146,943,12,tick
25,-93,105,974,12,tick
1,108,193,965,13,tick
2,108,193,965,13,tick
3,97,195,952,13,tick
4,71,198,959,13,tick
5,146,231,920,13,tick
6,141,182,954,13,tick
7,165,174,330,13,tick
8,366,-208,882,13,tick
9,-3,-407,1341,13,tick
10,107,-339,881,13,tick
11,153,-497,903,13,tick
12,81,-390,687,13,tick
13,352,-342,1789,13,tick
14,91,-217,1209,13,tick
15,-125,208,462,13,tick
16,-309,381,493,13,tick
17,-343,328,727,13,tick
18,-340,402,1005,13,tick
19,-389,318,817,13,tick
20,-351,348,853,13,tick
21,-325,352,792,13,tick
22,-345,330,863,13,tick
23,-332,342,827,13,tick
24,-345,325,847,13,tick
25,-342,343,845,13,tick
1,13,194,957,14,tick
2,-6,204,982,14,tick
3,19,221,930,14,tick
4,19,198,917,14,tick
5,8,216,964,14,tick
6,18,196,953,14,tick
7,21,211,969,14,tick
8,20,213,940,14,tick
9,21,203,971,14,tick
10,44,214,942,14,tick
11,47,207,869,14,tick
12,-25,95,411,14,tick
13,432,-367,858,14,tick
14,575,-133,1924,14,tick
15,363,-377,1090,14,tick
16,-129,-121,598,14,tick
17,-507,369,483,14,tick
18,-472,308,754,14,tick
19,-495,305,770,14,tick
20,-401,307,899,14,tick
21,-453,324,762,14,tick
22,-380,323,877,14,tick
23,-448,301,789,14,tick
24,-420,306,785,14,tick
25,-345,304,884,14,tick
1,61,288,912,15,tick
2,61,288,912,15,tick
3,40,285,904,15,tick
4,61,311,873,15,tick
5,26,294,972,15,tick
6,61,273,902,15,tick
7,62,291,865,15,tick
8,169,111,105,15,tick
9,176,-510,251,15,tick
10,411,-530,1938,15,tick
11,255,-273,1528,15,tick
12,101,-357,921,15,tick
13,-165,-612,240,15,tick
14,-911,79,626,15,tick
15,-445,50,757,15,tick
16,-457,106,781,15,tick
17,-416,121,970,15,tick
18,-452,97,784,15,tick
19,-423,106,896,15,tick
20,-379,113,865,15,tick
21,-472,97,888,15,tick
22,-441,84,776,15,tick
23,-440,103,899,15,tick
24,-439,91,809,15,tick
25,-420,86,876,15,tick
1,85,283,919,16,tick
2,134,283,924,16,tick
3,97,245,966,16,tick
4,39,281,915,16,tick
5,174,279,943,16,tick
6,23,279,834,16,tick
7,190,222,837,16,tick
8,5,108,1023,16,tick
9,167,-36,821,16,tick
10,363,-157,810,16,tick
11,196,-291,1034,16,tick
12,11,-415,908,16,tick
13,205,-385,836,16,tick
14,227,-464,1217,16,tick
15,88,-327,889,16,tick
16,-8,-122,654,16,tick
17,-80,117,873,16,tick
18,-174,246,869,16,tick
19,-248,282,750,16,tick
20,-403,313,733,16,tick
21,-416,305,883,16,tick
22,-350,304,867,16,tick
23,-314,290,867,16,tick
24,-449,273,881,16,tick
25,-354,296,866,16,tick
1,95,387,905,17,tick
2,95,387,905,17,tick
3,48,356,945,17,tick
4,16,308,989,17,tick
5,27,336,858,17,tick
6,62,308,965,17,tick
7,87,337,881,17,tick
8,94,308,946,17,tick
9,108,338,901,17,tick
10,144,343,882,17,tick
11,130,317,909,17,tick
12,150,315,895,17,tick
13,116,310,962,17,tick
14,122,328,873,17,tick
15,188,302,912,17,tick
16,214,310,733,17,tick
17,265,267,662,17,tick
18,429,36,408,17,tick
19,327,-398,1271,17,tick
20,644,-287,1785,17,tick
21,598,-444,985,17,tick
22,-12,-152,1218,17,tick
23,-659,-13,229,17,tick
24,-602,15,787,17,tick
25,-493,115,1068,17,tick
1,109,233,958,18,tick
2,86,235,969,18,tick
3,79,263,899,18,tick
4,96,224,967,18,tick
5,144,250,918,18,tick
6,89,232,980,18,tick
7,74,246,918,18,tick
8,111,237,888,18,tick
9,111,213,972,18,tick
10,170,195,622,18,tick
11,141,34,502,18,tick
12,218,-235,1432,18,tick
13,263,-383,947,18,tick
14,92,-487,1447,18,tick
15,194,-250,1006,18,tick
16,-5,-151,635,18,tick
17,-403,134,1161,18,tick
18,-298,200,592,18,tick
19,-198,237,778,18,tick
20,-288,186,1019,18,tick
21,-222,179,943,18,tick
22,-235,145,970,18,tick
23,-236,184,947,18,tick
24,-219,187,835,18,tick
25,-230,146,995,18,tick
1,132,283,938,19,tick
2,75,283,898,19,tick
3,78,249,980,19,tick
4,100,276,899,19,tick
5,84,238,974,19,tick
6,108,279,900,19,tick
7,60,254,986,19,tick
8,198,201,251,19,tick
9,67,-41,340,19,tick
10,0,-355,1950,19,tick
11,704,-530,1916,19,tick
12,-477,-331,1101,19,tick
13,-457,226,780,19,tick
14,-487,221,1002,19,tick
15,-415,233,817,19,tick
16,-458,223,734,19,tick
17,-400,232,867,19,tick
18,-449,216,779,19,tick
19,-548,218,886,19,tick
20,-449,210,763,19,tick
21,-459,215,865,19,tick
22,-462,225,773,19,tick
23,-451,197,845,19,tick
24,-456,221,844,19,tick
25,-411,203,866,19,tick
1,73,301,870,20,tick
2,96,287,924,20,tick
3,40,285,963,20,tick
4,68,305,838,20,tick
5,77,297,940,20,tick
6,71,323,871,20,tick
7,55,273,958,20,tick
8,68,300,924,20,tick
9,96,302,887,20,tick
10,144,158,101,20,tick
11,-14,-561,565,20,tick
12,49,-405,1950,20,tick
13,749,-388,904,20,tick
14,-774,29,409,20,tick
15,-630,107,542,20,tick
16,-560,174,696,20,tick
17,-535,204,972,20,tick
18,-543,163,738,20,tick
19,-580,175,898,20,tick
20,-586,170,690,20,tick
21,-524,172,828,20,tick
22,-570,174,739,20,tick
23,-568,152,796,20,tick
24,-551,176,772,20,tick
25,-553,162,785,20,tick
1,8,334,873,21,tick
2,49,358,868,21,tick
3,31,359,862,21,tick
4,23,333,891,21,tick
5,6,316,947,21,tick
6,-15,333,881,21,tick
7,11,332,969,21,tick
8,68,361,815,21,tick
9,156,226,280,21,tick
10,289,-167,550,21,tick
11,134,-448,1562,21,tick
12,127,-513,1142,21,tick
13,-206,-145,101,21,tick
14,-676,137,386,21,tick
15,-654,185,858,21,tick
16,-509,217,611,21,tick
17,-633,250,663,21,tick
18,-591,216,775,21,tick
19,-575,194,685,21,tick
20,-602,184,710,21,tick
21,-659,185,748,21,tick
22,-585,215,673,21,tick
23,-642,162,752,21,tick
24,-592,183,685,21,tick
25,-619,151,762,21,tick
1,203,434,816,22,tick
2,219,421,874,22,tick
3,146,434,775,22,tick
4,166,419,942,22,tick
5,135,383,889,22,tick
6,90,294,676,22,tick
7,376,219,841,22,tick
8,238,22,1067,22,tick
9,206,-138,921,22,tick
10,4,-401,1324,22,tick
11,152,-416,952,22,tick
12,116,-311,1100,22,tick
13,-15,-288,1003,22,tick
14,-153,-34,888,22,tick
15,-134,27,879,22,tick
16,-254,126,794,22,tick
17,-391,154,913,22,tick
18,-582,124,743,22,tick
19,-559,112,762,22,tick
20,-603,104,774,22,tick
21,-552,116,764,22,tick
22,-563,114,827,22,tick
23,-541,123,720,22,tick
24,-530,94,828,22,tick
25,-619,95,813,22,tick
1,22,428,889,23,tick
2,23,479,833,23,tick
3,42,467,761,23,tick
4,125,419,815,23,tick
5,-63,390,1005,23,tick
6,178,313,849,23,tick
7,131,237,951,23,tick
8,138,166,1033,23,tick
9,167,35,825,23,tick
10,174,-107,1002,23,tick
11,178,-120,1201,23,tick
12,7,-215,900,23,tick
13,119,-210,1078,23,tick
14,-67,-139,928,23,tick
15,-396,-43,898,23,tick
16,-194,27,854,23,tick
17,-431,2,856,23,tick
18,-489,164,626,23,tick
19,-578,131,708,23,tick
20,-704,119,738,23,tick
21,-601,147,711,23,tick
22,-633,133,699,23,tick
23,-606,161,753,23,tick
24,-631,119,729,23,tick
25,-634,159,726,23,tick
1,76,402,902,24,tick
2,9,388,883,24,tick
3,52,350,896,24,tick
4,78,393,862,24,tick
5,35,299,817,24,tick
6,112,318,854,24,tick
7,218,205,946,24,tick
8,360,88,736,24,tick
9,115,-313,761,24,tick
10,-49,-381,1324,24,tick
11,296,-508,1222,24,tick
12,-17,-405,992,24,tick
13,-89,-214,971,24,tick
14,-46,-124,878,24,tick
15,-269,-76,1003,24,tick
16,-525,7,814,24,tick
17,-459,81,778,24,tick
18,-595,136,702,24,tick
19,-647,103,633,24,tick
20,-621,160,665,24,tick
21,-696,151,750,24,tick
22,-612,169,708,24,tick
23,-596,140,741,24,tick
24,-636,129,734,24,tick
25,-571,119,744,24,tick
1,29,381,839,25,tick
2,29,381,839,25,tick
3,15,375,909,25,tick
4,141,395,763,25,tick
5,69,317,748,25,tick
6,107,289,926,25,tick
7,267,134,854,25,tick
8,-49,-15,1217,25,tick
9,239,-174,782,25,tick
10,35,-259,1041,25,tick
11,159,-304,979,25,tick
12,-192,-274,983,25,tick
13,-158,-165,999,25,tick
14,-183,12,886,25,tick
15,-430,104,631,25,tick
16,-505,158,681,25,tick
17,-676,133,754,25,tick
18,-659,147,717,25,tick
19,-623,164,691,25,tick
20,-660,212,678,25,tick
21,-659,212,640,25,tick
22,-658,215,637,25,tick
23,-661,213,552,25,tick
24,-694,234,586,25,tick
25,-763,260,638,25,tick
1,353,137,912,26,tick
2,353,137,912,26,tick
3,321,141,964,26,tick
4,313,111,845,26,tick
5,228,120,785,26,tick
6,289,127,798,26,tick
7,388,29,863,26,tick
8,345,-50,833,26,tick
9,317,-116,1078,26,tick
10,281,-237,1002,26,tick
11,193,-256,1147,26,tick
12,186,-195,1219,26,tick
13,97,-135,936,26,tick
14,63,-125,931,26,tick
15,-49,-88,954,26,tick
16,69,-60,906,26,tick
17,-134,-77,952,26,tick
18,-212,-41,918,26,tick
19,-124,-34,889,26,tick
20,-188,-33,898,26,tick
21,-223,-34,898,26,tick
22,-306,-22,900,26,tick
23,-257,-20,909,26,tick
24,-241,-8,903,26,tick
25,-289,-7,888,26,tick
1,171,274,950,27,tick
2,185,284,902,27,tick
3,127,252,882,27,tick
4,121,260,831,27,tick
5,142,300,932,27,tick
6,301,307,579,27,tick
7,108,120,426,27,tick
8,281,-118,1127,27,tick
9,297,-322,1010,27,tick
10,141,-351,1205,27,tick
11,128,-377,1222,27,tick
12,29,-266,1267,27,tick
13,-161,-89,670,27,tick
14,-434,18,781,27,tick
15,-570,-32,697,27,tick
16,-541,32,666,27,tick
17,-666,18,808,27,tick
18,-458,-2,798,27,tick
19,-527,15,772,27,tick
20,-531,-7,817,27,tick
21,-540,6,835,27,tick
22,-505,13,830,27,tick
23,-504,-10,822,27,tick
24,-483,6,799,27,tick
25,-529,-20,821,27,tick
1,34,263,944,28,tick
2,34,263,944,28,tick
3,48,265,906,28,tick
4,9,269,940,28,tick
5,100,235,785,28,tick
6,48,221,879,28,tick
7,121,150,878,28,tick
8,235,94,810,28,tick
9,90,-90,948,28,tick
10,74,-217,1027,28,tick
11,36,-275,1057,28,tick
12,40,-297,1119,28,tick
13,-20,-209,1061,28,tick
14,-202,-176,881,28,tick
15,-233,-125,913,28,tick
16,-439,-88,849,28,tick
17,-467,-28,778,28,tick
18,-539,20,755,28,tick
19,-515,21,682,28,tick
20,-536,14,755,28,tick
21,-524,3,777,28,tick
22,-516,-1,794,28,tick
23,-542,4,765,28,tick
24,-542,20,839,28,tick
25,-520,21,863,28,tick
1,16,243,932,29,tick
2,16,243,932,29,tick
3,67,254,885,29,tick
4,62,259,843,29,tick
5,155,228,637,29,tick
6,82,160,769,29,tick
7,205,61,827,29,tick
8,111,-231,1088,29,tick
9,-15,-536,1345,29,tick
10,163,-235,1029,29,tick
11,63,-280,1026,29,tick
12,-59,-169,1017,29,tick
13,-107,-139,1017,29,tick
14,-208,-95,973,29,tick
15,-169,1,840,29,tick
16,-414,28,813,29,tick
17,-493,38,706,29,tick
18,-642,97,810,29,tick
19,-548,81,735,29,tick
20,-561,-4,850,29,tick
21,-619,-27,717,29,tick
22,-586,5,726,29,tick
23,-662,-43,690,29,tick
24,-592,-27,670,29,tick
25,-663,-17,660,29,tick
1,-21,279,928,30,tick
2,-21,279,928,30,tick
3,-50,306,1019,30,tick
4,7,307,973,30,tick
5,-55,324,878,30,tick
6,24,291,658,30,tick
7,94,217,895,30,tick
8,182,101,596,30,tick
9,56,2,1216,30,tick
10,87,-165,1318,30,tick
11,-218,-244,1380,30,tick
12,-24,-186,1193,30,tick
13,-247,-105,852,30,tick
14,-307,-123,850,30,tick
15,-429,61,600,30,tick
16,-641,51,681,30,tick
17,-615,46,761,30,tick
18,-535,9,804,30,tick
19,-596,11,770,30,tick
20,-514,34,744,30,tick
21,-542,27,777,30,tick
22,-627,22,781,30,tick
23,-625,25,732,30,tick
24,-587,31,782,30,tick
25,-517,43,746,30,tick
1,23,-22,988,0,none
2,23,-22,988,0,none
3,40,5,965,0,none
4,88,-19,932,0,none
5,76,-11,993,0,none
6,59,-15,925,0,none
7,112,-13,989,0,none
8,39,-13,1029,0,none
9,110,-11,941,0,none
10,95,-11,951,0,none
11,54,-27,969,0,none
12,84,-33,989,0,none
13,75,-47,1005,0,none
14,93,-37,946,0,none
15,40,-30,976,0,none
16,73,-12,950,0,none
17,81,-38,976,0,none
18,64,-23,961,0,none
19,63,-25,966,0,none
20,93,-37,934,0,none
21,89,-35,951,0,none
22,69,-51,972,0,none
23,38,-24,954,0,none
24,83,-37,958,0,none
25,84,-24,965,0,none
1,-30,-48,917,1,none
2,-9,-28,984,1,none
3,-22,-46,972,1,none
4,-7,-44,934,1,none
5,-34,-58,974,1,none
6,-18,-56,960,1,none
7,-5,-55,967,1,none
8,-21,-68,946,1,none
9,17,-55,980,1,none
10,-1,-78,956,1,none
11,22,-68,990,1,none
12,-1,-55,973,1,none
13,-11,-62,979,1,none
14,-4,-64,970,1,none
15,14,-64,950,1,none
16,-21,-59,983,1,none
17,-7,-59,967,1,none
18,-4,-60,987,1,none
19,-8,-41,972,1,none
20,-20,-77,988,1,none
21,-15,-55,973,1,none
22,11,-57,967,1,none
23,53,-78,970,1,none
24,1,-73,973,1,none
25,34,-56,933,1,none
1,51,-98,944,2,none
2,20,-94,961,2,none
3,74,-82,968,2,none
4,48,-69,963,2,none
5,39,-77,972,2,none
6,13,-72,963,2,none
7,47,-70,964,2,none
8,18,-83,948,2,none
9,29,-70,974,2,none
10,11,-71,989,2,none
11,15,-95,967,2,none
12,28,-71,940,2,none
13,47,-77,948,2,none
14,20,-84,951,2,none
15,-3,-75,964,2,none
16,65,-82,971,2,none
17,22,-92,971,2,none
18,1,-72,998,2,none
19,15,-69,971,2,none
20,40,-84,940,2,none
21,28,-72,969,2,none
22,12,-75,964,2,none
23,46,-93,948,2,none
24,45,-72,959,2,none
25,23,-72,976,2,none
1,61,-75,984,3,none
2,50,-73,970,3,none
3,28,-74,960,3,none
4,37,-98,955,3,none
5,61,-74,946,3,none
6,12,-95,964,3,none
7,42,-93,970,3,none
8,27,-92,945,3,none
9,37,-97,964,3,none
10,33,-88,971,3,none
11,49,-94,946,3,none
12,33,-87,969,3,none
13,46,-76,963,3,none
14,50,-84,951,3,none
15,37,-93,1015,3,none
16,52,-75,935,3,none
17,63,-97,999,3,none
18,39,-75,951,3,none
19,72,-82,949,3,none
20,61,-94,974,3,none
21,67,-74,966,3,none
22,68,-72,963,3,none
23,54,-82,983,3,none
24,27,-75,945,3,none
25,43,-75,952,3,none
1,-70,-185,954,4,none
2,-70,-185,954,4,none
3,-82,-167,954,4,none
4,-69,-166,954,4,none
5,-80,-166,956,4,none
6,-83,-167,932,4,none
7,-82,-167,936,4,none
8,-82,-167,955,4,none
9,-83,-167,953,4,none
10,-84,-167,955,4,none
11,-69,-166,956,4,none
12,-83,-167,953,4,none
13,-83,-168,953,4,none
14,-83,-166,953,4,none
15,-82,-167,954,4,none
16,-83,-166,954,4,none
17,-82,-166,954,4,none
18,-83,-165,955,4,none
19,-83,-166,953,4,none
20,-69,-165,953,4,none
21,-81,-167,954,4,none
22,-83,-168,954,4,none
23,-82,-166,954,4,none
24,-82,-166,954,4,none
25,-81,-167,954,4,none
1,206,-31,945,5,none
2,192,-33,946,5,none
3,204,-14,948,5,none
4,183,-32,950,5,none
5,206,-11,959,5,none
6,183,-31,948,5,none
7,204,-31,945,5,none
8,203,-30,946,5,none
9,202,-31,947,5,none
10,202,-31,946,5,none
11,202,-14,946,5,none
12,203,-14,947,5,none
13,202,-14,946,5,none
14,202,-30,947,5,none
15,202,-31,945,5,none
16,202,-14,946,5,none
17,204,-14,946,5,none
18,202,-14,946,5,none
19,200,-14,946,5,none
20,204,-13,946,5,none
21,202,-15,948,5,none
22,203,-14,948,5,none
23,203,-13,946,5,none
24,204,-14,959,5,none
25,201,-13,947,5,none
1,11,648,724,6,none
2,20,630,755,6,none
3,21,633,850,6,none
4,16,616,722,6,none
5,47,623,799,6,none
6,48,610,733,6,none
7,5,633,834,6,none
8,13,616,716,6,none
9,-33,619,795,6,none
10,-19,615,760,6,none
11,3,616,764,6,none
12,-15,618,763,6,none
13,-13,618,751,6,none
14,-35,597,754,6,none
15,-37,595,760,6,none
16,-14,597,764,6,none
17,-8,594,766,6,none
18,-12,618,787,6,none
19,0,618,714,6,none
20,-31,611,771,6,none
21,-10,615,770,6,none
22,-51,611,774,6,none
23,-48,626,765,6,none
24,0,651,741,6,none
25,-76,553,738,6,none
1,-24,20,850,7,none
2,54,8,1020,7,none
3,-17,4,986,7,none
4,-157,-2,957,7,none
5,-14,-19,919,7,none
6,-59,3,988,7,none
7,-66,-21,977,7,none
8,-6,-3,984,7,none
9,-76,2,986,7,none
10,-16,-17,988,7,none
11,3,5,963,7,none
12,21,6,931,7,none
13,-7,6,988,7,none
14,37,2,998,7,none
15,22,-15,948,7,none
16,-17,0,980,7,none
17,33,-21,969,7,none
18,19,3,993,7,none
19,-13,-17,969,7,none
20,-1,5,1002,7,none
21,15,1,960,7,none
22,31,2,979,7,none
23,10,0,986,7,none
24,28,4,996,7,none
25,51,4,981,7,none
1,-105,-75,949,8,none
2,-105,-74,949,8,none
3,-105,-75,959,8,none
4,-106,-73,947,8,none
5,-106,-74,948,8,none
6,-123,-73,947,8,none
7,-123,-75,947,8,none
8,-124,-73,947,8,none
9,-124,-75,948,8,none
10,-126,-74,948,8,none
11,-125,-74,948,8,none
12,-124,-73,948,8,none
13,-124,-74,947,8,none
14,-127,-74,948,8,none
15,-128,-75,947,8,none
16,-126,-71,949,8,none
17,-126,-72,947,8,none
18,-127,-72,948,8,none
19,-125,-73,947,8,none
20,-127,-74,948,8,none
21,-126,-74,946,8,none
22,-125,-74,947,8,none
23,-127,-74,947,8,none
24,-126,-73,947,8,none
25,-127,-73,947,8,none
1,-126,-72,948,9,none
2,-126,-72,948,9,none
3,-125,-72,948,9,none
4,-125,-73,947,9,none
5,-125,-73,947,9,none
6,-126,-74,947,9,none
7,-126,-73,948,9,none
8,-126,-73,949,9,none
9,-127,-72,946,9,none
10,-126,-71,947,9,none
11,-126,-73,947,9,none
12,-127,-72,948,9,none
13,-126,-73,948,9,none
14,-127,-72,948,9,none
15,-127,-72,948,9,none
16,-126,-71,948,9,none
17,-126,-72,948,9,none
18,-126,-72,947,9,none
19,-126,-70,947,9,none
20,-125,-73,947,9,none
21,-125,-72,948,9,none
22,-127,-71,948,9,none
23,-125,-72,947,9,none
24,-125,-73,947,9,none
25,-125,-71,948,9,none
1,109,-67,982,10,none
2,28,-27,930,10,none
3,39,-41,960,10,none
4,49,-53,969,10,none
5,40,-42,973,10,none
6,52,-40,971,10,none
7,39,-39,972,10,none
8,41,-39,971,10,none
9,42,-40,969,10,none
10,38,-43,974,10,none
11,52,-41,974,10,none
12,39,-39,972,10,none
13,52,-41,972,10,none
14,53,-40,972,10,none
15,53,-39,973,10,none
16,52,-40,971,10,none
17,51,-41,960,10,none
18,52,-41,972,10,none
19,53,-42,974,10,none
20,48,-44,962,10,none
21,48,-54,951,10,none
22,62,-39,969,10,none
23,38,-41,972,10,none
24,49,-39,974,10,none
25,52,-38,968,10,none
1,264,-165,926,11,none
2,266,-161,924,11,none
3,261,-168,920,11,none
4,265,-175,924,11,none
5,262,-175,917,11,none
6,256,-164,901,11,none
7,262,-174,919,11,none
8,261,-175,916,11,none
9,262,-176,917,11,none
10,262,-172,928,11,none
11,262,-174,916,11,none
12,263,-175,914,11,none
13,263,-174,915,11,none
14,265,-175,915,11,none
15,264,-174,914,11,none
16,263,-174,916,11,none
17,265,-175,928,11,none
18,264,-172,916,11,none
19,263,-162,922,11,none
20,282,-171,898,11,none
21,239,-170,905,11,none
22,267,-173,915,11,none
23,267,-174,928,11,none
24,255,-175,928,11,none
25,267,-172,916,11,none
1,894,-224,511,12,none
2,852,-218,474,12,none
3,855,-219,450,12,none
4,918,-226,421,12,none
5,936,-184,352,12,none
6,932,-235,387,12,none
7,971,-216,350,12,none
8,927,-206,307,12,none
9,915,-195,342,12,none
10,949,-200,342,12,none
11,941,-230,330,12,none
12,920,-232,390,12,none
13,933,-244,358,12,none
14,978,-426,837,12,none
15,846,-217,514,12,none
16,805,-280,598,12,none
17,260,-74,924,12,none
18,412,-97,870,12,none
19,352,-112,899,12,none
20,355,-109,901,12,none
21,312,-111,928,12,none
22,284,-112,915,12,none
23,283,-112,920,12,none
24,254,-123,932,12,none
25,223,-114,943,12,none
1,136,-127,957,13,none
2,212,-104,1008,13,none
3,152,-99,840,13,none
4,88,-84,891,13,none
5,249,-90,1017,13,none
6,-182,-45,894,13,none
7,-194,-68,931,13,none
8,-281,-64,958,13,none
9,-334,-40,887,13,none
10,-487,-62,801,13,none
11,-539,-65,793,13,none
12,-544,-144,909,13,none
13,-518,-66,803,13,none
14,-486,-4,737,13,none
15,-549,-44,955,13,none
16,-461,-21,933,13,none
17,-205,61,521,13,none
18,-486,-130,893,13,none
19,-431,-110,859,13,none
20,-384,-66,872,13,none
21,-397,-45,849,13,none
22,-447,-69,980,13,none
23,-387,-40,734,13,none
24,-309,-9,972,13,none
25,-345,-45,827,13,none
1,-189,-69,920,14,none
2,-189,-69,920,14,none
3,-131,-48,958,14,none
4,-163,-42,884,14,none
5,-232,-105,1092,14,none
6,15,0,959,14,none
7,47,33,1052,14,none
8,-11,18,934,14,none
9,0,41,887,14,none
10,24,72,1005,14,none
11,-7,17,1070,14,none
12,15,71,914,14,none
13,45,76,913,14,none
14,-3,7,1103,14,none
15,148,110,909,14,none
16,29,42,1042,14,none
17,7,77,934,14,none
18,164,108,873,14,none
19,107,97,890,14,none
20,164,79,986,14,none
21,92,45,992,14,none
22,118,84,863,14,none
23,165,63,985,14,none
24,208,88,889,14,none
25,254,54,962,14,none
1,229,96,973,15,none
2,229,96,973,15,none
3,84,58,939,15,none
4,19,40,978,15,none
5,-86,37,1003,15,none
6,-40,43,911,15,none
7,-136,-7,938,15,none
8,-206,-67,1019,15,none
9,-228,-124,963,15,none
10,-286,-89,882,15,none
11,-193,-97,974,15,none
12,-344,-89,882,15,none
13,-342,-128,957,15,none
14,-422,-103,982,15,none
15,-413,-82,788,15,none
16,-535,-61,816,15,none
17,-494,-17,820,15,none
18,-491,18,844,15,none
19,-573,34,704,15,none
20,-491,78,972,15,none
21,-537,86,741,15,none
22,-434,157,863,15,none
23,-395,174,890,15,none
24,-311,296,735,15,none
25,-311,313,910,15,none
1,14,213,896,16,none
2,119,210,953,16,none
3,35,206,1077,16,none
4,187,194,984,16,none
5,45,193,1007,16,none
6,-39,211,925,16,none
7,65,253,893,16,none
8,-9,223,919,16,none
9,68,237,950,16,none
10,-155,180,955,16,none
11,-250,152,848,16,none
12,-175,150,862,16,none
13,-86,189,969,16,none
14,-91,155,943,16,none
15,-174,156,979,16,none
16,-153,81,982,16,none
17,-327,51,995,16,none
18,-310,83,893,16,none
19,-45,96,1043,16,none
20,-42,142,932,16,none
21,-128,98,969,16,none
22,-156,90,964,16,none
23,-35,117,936,16,none
24,-99,100,950,16,none
25,-9,106,930,16,none
1,55,97,985,17,none
2,55,97,985,17,none
3,22,59,1034,17,none
4,-43,94,841,17,none
5,-102,24,1006,17,none
6,-156,10,827,17,none
7,-185,-38,1031,17,none
8,-153,-94,969,17,none
9,-57,-91,919,17,none
10,-204,-145,1020,17,none
11,-192,-126,977,17,none
12,-141,-50,936,17,none
13,-66,28,969,17,none
14,12,70,836,17,none
15,-162,20,1028,17,none
16,27,14,978,17,none
17,-1,50,962,17,none
18,192,88,919,17,none
19,286,109,999,17,none
20,70,55,948,17,none
21,81,82,1018,17,none
22,-44,98,945,17,none
23,-30,120,790,17,none
24,-187,34,907,17,none
25,-104,48,929,17,none
